evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 53.5886002162 4.0000000000 1.0000000000 0.9590295010 67.0000000000 5.6561103804 0.8909192219 5.3615995821 -0.2166348177 4.8752459284 -0.1775619867 28.7467500792 -759.0485608633 26.0244741303 6.5949680926 0.101123 0.999903 -1.991818 1.387197 -0.836603 -3.169154 -1.295414 1.197150 0.664500 -2.294953 1.237339 -0.175974 0.850145 0.664506 -2.313633 0.701994 -1.213775 3.093959 1.446683 0.092271 -1.965983 0.108865 0.319786 -2.417896 4.446720 0.788590 3.384715 -2.225624 3.271495 -2.721931 -1.302452 1.084903 0.096012 -4.716147 -2.211168 1.675673 4.175742 1.829682 -0.552407 1.593024
53 52.5891174577 4.0000000000 1.0000000000 1.7563250636 3.0000000000 6.2853550174 0.9937418812 4.8117386995 0.1747223441 4.2127124631 0.1505686155 23.1528293119 -1206.8124906507 25.4046182708 6.4620116470 1.752533 0.958275 -0.267768 0.876940 -2.413277 -3.839835 0.236103 2.304437 1.764811 0.891165 2.905471 0.843970 0.576883 4.667235 0.091085 5.000000 1.120603 -2.008932 3.539294 1.422421 -1.952910 -3.539356 2.244772 -1.411947 1.381947 0.223346 1.460007 -1.721228 1.883568 0.907945 0.365301 -0.224803 -2.909721 -1.292070 2.070277 2.452452 1.204966 -2.425917 -2.543422 2.541635
58 43.0529836439 4.0000000000 1.0000000000 1.7563250636 3.0000000000 6.2853550174 0.9937418812 4.8117386995 0.1747223441 4.2127124631 0.1505686155 23.1528293119 -1206.8124906507 25.4046182708 6.4620116470 1.651638 1.486738 -0.144011 1.823947 -0.653016 -0.218577 -0.949428 4.421362 0.148067 -3.028180 -2.693394 -0.717057 5.000000 5.000000 -3.840061 1.501512 -3.008731 -4.310151 -0.660981 1.701787 -3.397989 -0.972904 0.320998 -1.229892 0.151995 1.129707 -1.632086 -1.658986 3.357646 0.393837 -2.090849 0.902785 0.076162 0.271992 -2.132110 3.507714 2.134598 -2.761587 -0.404676 1.224024
59 43.0365026869 4.0000000000 1.0000000000 1.7563250636 3.0000000000 6.2853550174 0.9937418812 4.8117386995 0.1747223441 4.2127124631 0.1505686155 23.1528293119 -1206.8124906507 25.4046182708 6.4620116470 2.344251 2.024336 -1.259140 3.685451 -2.311073 -1.289863 -1.350107 -1.092265 1.602003 0.946990 -1.035615 2.329660 4.289710 2.622232 -3.511655 4.480656 -2.133474 -1.870504 0.293339 1.343910 -4.923561 0.097325 1.592521 -1.367608 1.867420 -0.804281 0.280849 0.131912 3.017403 -1.149978 -2.224663 -1.210436 -0.046896 -3.728881 1.565814 2.777173 1.770139 0.118086 -4.313703 2.321739
226 32.1163514452 4.0000000000 1.0000000000 1.3011655526 15.0000000000 6.1439615146 0.9710385770 5.6142064789 -0.2151799676 4.9048395890 -0.1824083534 31.5193143873 -988.3224007092 24.7051123341 6.3353613168 1.064584 1.684005 4.317358 0.255268 -1.314844 1.209481 -0.389587 4.688180 0.859850 -3.135256 -2.755005 -3.020161 -0.486841 4.060438 -1.928676 -4.877684 0.398423 -1.560543 1.020422 1.304177 -1.862947 -1.255253 0.549029 -1.294275 1.504827 2.852121 2.033641 -1.269424 -2.058912 -0.145753 -1.508750 -0.206403 0.691544 -4.584321 -2.070663 1.772429 1.649950 -3.409310 -2.903465 -1.510243
1005 73.2158107635 4.0000000000 1.0000000000 0.7580301974 67.0000000000 5.6262681346 0.8866432259 5.5074860820 -0.0527703630 4.9070258813 -0.0029647685 30.3324029429 -600.4108781390 25.6270884989 6.5164558641 2.013509 0.938457 0.564017 5.000000 0.953474 -0.597961 -2.114463 5.000000 4.032583 -2.903672 1.134584 -2.624542 1.161006 2.543947 -0.058148 2.159535 4.223390 -5.000000 -0.724294 0.903768 -3.302073 -1.834240 0.954529 0.447599 4.211478 -0.038255 1.136452 0.040318 2.687429 -2.067928 2.776407 4.636602 1.339592 -2.745917 1.130678 -1.502543 2.832491 -4.841249 0.088295 -3.887594
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 85.9743678388 5.0000000000 1.0000000000 0.7580301974 67.0000000000 5.6262681346 0.8866432259 5.5074860820 -0.0527703630 4.9070258813 -0.0029647685 30.3324029429 -600.4108781390 25.6270884989 6.5164558641 0.882455 -0.661740 4.861542 -0.504184 0.219220 3.164962 -1.818465 -1.183273 0.375206 -0.659740 -2.385529 -0.409753 -0.717658 1.206943 -3.329577 -1.400358 2.302782 3.714662 -3.022359 1.289695 -1.961216 -1.713706 -1.743758 -0.845016 1.992880 1.424843 0.118288 -0.726622 0.006578 -0.211861 1.586107 -1.263143 -0.012390 -0.202135 -0.104616 0.498435 0.395320 2.669697 -0.173751 3.123065
3 75.5429470028 5.0000000000 1.0000000000 0.7580301974 67.0000000000 5.6262681346 0.8866432259 5.5074860820 -0.0527703630 4.9070258813 -0.0029647685 30.3324029429 -600.4108781390 25.6270884989 6.5164558641 4.177029 0.693839 1.491454 1.553815 2.036842 2.122703 -1.420933 -0.430376 -1.521521 -1.422326 2.283015 -1.003511 -0.158303 -1.385653 -1.186806 1.576476 -0.890860 -0.964240 0.987115 1.000975 1.584845 0.341529 -3.507482 1.260593 0.996658 2.036275 -1.692937 5.000000 -2.464772 1.453907 0.091910 -0.974265 1.632265 -0.562860 -4.671244 -2.334557 0.915316 4.475931 -2.962518 -0.033891
12 71.1793034914 5.0000000000 1.0000000000 0.7580301974 67.0000000000 5.6262681346 0.8866432259 5.5074860820 -0.0527703630 4.9070258813 -0.0029647685 30.3324029429 -600.4108781390 25.6270884989 6.5164558641 -0.140262 -3.011046 -0.210160 2.593642 1.434385 1.395542 -1.608996 -0.290104 0.404646 1.357399 2.685024 -1.998661 3.399096 -0.572432 -0.503274 -2.416894 -0.135590 -0.456372 -2.469009 -0.582767 0.242714 -0.822868 1.558521 -2.049369 1.779764 -0.371965 0.744540 -3.690370 0.258292 -0.123800 1.871416 -2.359806 2.728083 -2.165262 2.633388 1.156391 -1.508923 4.339523 -2.391249 -0.343948
14 59.7977016042 5.0000000000 1.0000000000 0.7580301974 67.0000000000 5.6262681346 0.8866432259 5.5074860820 -0.0527703630 4.9070258813 -0.0029647685 30.3324029429 -600.4108781390 25.6270884989 6.5164558641 0.410019 -0.359302 -2.067932 1.051075 -0.963341 -1.376832 1.318386 -0.167203 -1.399027 1.878576 -1.180835 -0.062702 1.468445 1.887419 2.400320 3.313488 0.089966 -1.596353 3.296068 2.783215 -0.598723 1.402410 -0.755203 -3.114602 2.076351 0.692104 0.244764 3.380012 2.865424 -1.283247 -2.217052 -3.789407 0.012445 -0.772249 0.726394 0.025697 -1.312665 -0.808699 -3.116013 2.456760
38 55.6961344494 5.0000000000 1.0000000000 1.8053143046 2.0000000000 6.2987795826 0.9958806374 4.1236813585 0.1282358798 3.5390500029 0.1085241602 17.0047479468 -1266.4748678337 26.9590191253 6.8705754304 1.224293 0.012972 2.901894 2.472076 -0.782065 2.045841 0.287227 0.711891 0.913868 1.710237 1.298792 0.897348 2.685223 1.567848 -4.627635 4.852285 2.325842 -0.708570 2.773776 0.893129 1.739099 0.711186 2.500806 -3.504343 1.373972 0.085157 1.041667 -1.237335 0.549935 0.463571 -0.252513 1.437781 -4.696147 -1.758564 0.016139 -0.267131 -0.681623 0.212013 -2.438116 0.171812
136 50.5538863547 5.0000000000 1.0000000000 1.4553694115 9.0000000000 6.2180054714 0.9829385858 4.2848308386 -0.0204788639 3.8389452358 -0.0170827757 18.3597753156 -1105.3523047207 26.2483865302 6.7322808136 -1.346998 2.271561 2.120226 2.514229 0.710526 0.250151 0.143125 0.985977 2.993531 0.496244 0.043248 -0.706373 0.314755 -2.765063 -0.398331 0.689056 1.581933 1.486634 -0.118672 -1.018757 0.246814 0.451988 2.667735 -0.718375 -2.276388 -2.189859 -1.468630 -1.506164 -3.173055 1.524918 0.230460 -1.384257 1.181303 -3.099478 -0.750356 1.406890 -1.305413 2.760347 -0.572219 0.229778
233 37.1942464889 5.0000000000 1.0000000000 1.2641568465 15.0000000000 6.1549767919 0.9727862120 5.8772261540 0.0472747346 5.2685578525 0.0336671857 34.5417872650 -982.9940785850 25.1981678991 6.4450401411 1.025531 0.134288 5.000000 1.525929 -0.503006 -1.977967 1.053564 0.730885 -1.401950 -1.333390 3.604274 -0.215435 1.651775 1.382753 3.126448 0.844909 3.009434 -4.428510 -0.060651 0.114259 -0.000254 2.428192 4.462994 1.691825 0.229858 -3.191411 1.391633 1.745064 0.203271 1.418839 -4.629674 -1.119515 1.662974 -5.000000 0.710703 0.440495 0.505442 3.349203 -2.296153 0.342416
1005 82.0717546330 5.0000000000 1.0000000000 0.9995835201 67.0000000000 5.6495737765 0.8901505862 5.8648100480 -0.3125292079 5.1234727112 -0.2497545496 34.3959968994 -747.9114963210 24.5196739211 6.2748164014 1.436486 1.138507 3.772102 -1.347505 0.764500 -3.377135 -3.604049 -1.257766 -0.437032 -4.881136 1.856813 0.250881 -3.764298 -2.673159 -1.880471 4.022585 -2.251027 1.084379 -1.641676 3.466495 1.000416 1.745501 3.707089 -2.666546 -3.962814 4.302329 1.142059 -2.840823 -3.219056 -5.000000 -5.000000 -3.357224 0.795216 1.550165 -0.293579 -1.268581 -0.669430 4.185591 0.432127 -2.226373
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 62.7013859511 6.0000000000 1.0000000000 0.9995835201 67.0000000000 5.6495737765 0.8901505862 5.8648100480 -0.3125292079 5.1234727112 -0.2497545496 34.3959968994 -747.9114963210 24.5196739211 6.2748164014 -0.623567 1.458008 0.435642 -1.798184 -4.973561 1.826503 2.254127 -3.028186 3.278582 -0.859787 5.000000 1.203644 -0.671763 2.475476 0.222256 0.258302 0.152255 -0.310256 1.268451 1.621310 0.709617 3.625181 -2.712952 -0.927264 1.649308 -2.352863 3.128979 1.425410 -0.362013 1.068399 -1.173226 -2.963707 1.714495 1.886198 0.228883 -0.043913 -4.254289 -1.668815 -0.931017 0.467421
2 59.7078385328 6.0000000000 1.0000000000 0.9995835201 67.0000000000 5.6495737765 0.8901505862 5.8648100480 -0.3125292079 5.1234727112 -0.2497545496 34.3959968994 -747.9114963210 24.5196739211 6.2748164014 2.770070 -1.039254 -1.560304 1.911219 -0.253473 -2.737226 2.436961 -1.715003 -1.122942 -2.067040 0.717542 2.147363 -0.751009 0.792735 -0.942893 4.673216 3.005571 -1.190919 1.056682 1.879650 0.852571 -1.516314 -0.324734 1.453620 0.888166 -1.713645 0.893857 -2.029296 -4.264647 0.347726 1.902403 0.883795 2.938035 3.499033 0.707061 -1.286675 -0.094474 -2.898080 -0.072380 -0.181694
4 56.1442087884 6.0000000000 1.0000000000 0.9995835201 67.0000000000 5.6495737765 0.8901505862 5.8648100480 -0.3125292079 5.1234727112 -0.2497545496 34.3959968994 -747.9114963210 24.5196739211 6.2748164014 0.573759 0.103719 0.103102 -0.439175 -1.106513 -0.747822 -2.368834 -1.056346 -1.327068 -0.867473 -0.890488 -0.283918 0.904802 -0.618925 0.181594 0.540533 -0.628984 -0.289951 0.710741 -3.397839 1.314515 -0.944751 -5.000000 1.067683 -2.402703 1.783305 -1.969456 -0.421254 1.332316 -1.592496 -1.990840 -0.228254 2.740363 2.199307 2.801163 0.769416 0.976568 2.140619 1.137107 -1.609931
51 50.0408771914 6.0000000000 1.0000000000 1.7695819759 3.0000000000 6.2870444050 0.9940017360 5.0880443902 0.0687258943 4.4825815551 0.0614913859 25.8881957162 -1219.2217131712 25.7091664841 6.5843225583 -1.613691 1.626676 2.277745 2.627167 -0.706289 -4.423435 1.948294 -4.039192 -0.311696 -2.548944 -1.415677 4.095738 1.103786 2.510426 -4.109149 -0.770776 1.741147 0.879229 2.470841 -0.815526 1.296074 -0.096324 -2.678627 -1.618607 -0.158633 4.743606 -1.594878 -2.302498 -0.117848 -0.939073 -2.209095 -0.191083 1.087138 5.000000 2.182503 -1.249311 2.892796 0.963147 -2.863849 -0.149062
158 44.2672789239 6.0000000000 1.0000000000 1.6503652242 10.0000000000 6.2167256107 0.9825833595 6.1626607705 -0.0121579664 5.8676073900 -0.0234339251 37.9783877724 -1142.5222015791 24.6944267969 6.3539431532 0.264000 4.286826 1.038596 1.009096 -1.371634 1.037829 -0.579111 -0.787539 -2.530318 -3.266751 -2.257553 1.774566 1.725881 1.327164 -4.929389 -0.106878 4.545547 -5.000000 2.151842 -3.482816 3.775086 -5.000000 -0.171477 -3.648731 -0.381718 -0.106198 -1.506825 -4.101486 1.729276 0.908469 -5.000000 3.696947 3.839959 2.865078 2.942917 1.498049 -2.939623 0.952192 -2.943354 -1.925905
292 37.7789238843 6.0000000000 1.0000000000 1.3490179777 19.0000000000 6.1154114860 0.9662364896 5.6450109640 -0.1350887586 4.9671827716 -0.1188986071 31.8661487839 -987.5007200147 23.9795707093 6.1164154670 -3.143304 1.872472 0.239275 0.577961 -1.251595 1.113586 -1.462450 -1.789465 0.242038 -2.939393 -1.796327 -0.504309 1.519895 1.893206 -1.446359 2.703119 3.534938 -2.200010 1.129740 -3.789841 2.876195 -4.449330 -3.401257 -0.222667 0.746689 -3.173426 -0.656821 -1.320503 0.736038 -1.896034 -1.524726 3.643148 -1.199888 1.697824 1.568234 -0.294881 2.743381 -1.690486 -0.629207 -3.133305
1005 80.6060067199 6.0000000000 1.0000000000 0.9285199276 67.0000000000 5.6440333419 0.8895450775 7.1434262677 0.0799530275 6.1678981158 0.1098292959 51.0285388426 -716.4826897427 25.0427095085 6.4150238357 -0.237679 1.230754 -2.054476 0.253235 -5.000000 -0.399376 -3.895557 2.640753 1.769395 1.099164 -1.391376 2.151601 3.002319 2.656822 0.415934 1.471061 -3.695636 -1.959166 1.223607 -1.974241 2.936516 -3.845999 -3.251006 3.084906 2.755561 -2.446393 -4.266182 -4.171440 3.378465 -2.358466 0.164095 -1.022494 -0.994790 -0.495304 5.000000 -3.474782 1.838458 -5.000000 2.133929 -0.662780
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 110.8618686130 7.0000000000 1.0000000000 0.9285199276 67.0000000000 5.6440333419 0.8895450775 7.1434262677 0.0799530275 6.1678981158 0.1098292959 51.0285388426 -716.4826897427 25.0427095085 6.4150238357 3.381051 -0.931875 0.065640 0.815033 -1.577846 0.004131 -0.001781 -3.509449 2.035316 1.200997 -1.250858 -0.343097 1.010599 -0.522713 -0.485498 -2.906483 1.109161 0.247762 0.548920 -3.053049 3.301399 0.308671 -0.774280 4.058144 -0.090772 -2.901357 -0.810456 -4.576630 2.098793 -0.832949 -1.485107 2.144940 -3.302151 1.070859 -4.128830 -1.324319 -2.408440 2.923951 3.532322 -0.658828
2 88.5856938117 7.0000000000 1.0000000000 0.9285199276 67.0000000000 5.6440333419 0.8895450775 7.1434262677 0.0799530275 6.1678981158 0.1098292959 51.0285388426 -716.4826897427 25.0427095085 6.4150238357 1.681466 -0.359973 1.136124 -1.505674 -3.416678 -3.606197 0.766244 4.495190 0.538823 -1.049209 3.824038 0.474604 0.202868 0.505155 -0.264754 -0.618953 -2.869927 1.003248 -0.189551 2.386172 -0.737637 -3.812740 -0.199221 3.399075 -0.766846 -1.779714 -2.387184 -2.100034 -0.600387 -2.359964 2.995278 -0.565270 0.217297 2.876479 3.006637 -0.425466 0.663948 1.470053 -0.385711 -3.556026
3 62.2868366914 7.0000000000 1.0000000000 0.9285199276 67.0000000000 5.6440333419 0.8895450775 7.1434262677 0.0799530275 6.1678981158 0.1098292959 51.0285388426 -716.4826897427 25.0427095085 6.4150238357 1.309411 1.788705 0.831005 -1.847089 -0.392055 -1.181540 -0.599422 2.593770 3.059159 1.338836 1.097490 1.353258 -0.024484 -0.151327 -1.347290 -0.111735 4.519894 1.738079 -0.684234 -0.943853 -1.728980 0.748741 0.783091 -2.886243 0.972670 -1.138945 2.853442 0.313688 3.435460 -0.916254 -0.575968 0.599617 2.111897 1.131765 -2.467048 0.365801 0.044489 -0.858137 -1.296211 3.495154
4 46.9064190377 7.0000000000 1.0000000000 0.9285199276 67.0000000000 5.6440333419 0.8895450775 7.1434262677 0.0799530275 6.1678981158 0.1098292959 51.0285388426 -716.4826897427 25.0427095085 6.4150238357 -0.780773 -1.691845 1.274226 0.261246 -0.151628 1.562604 0.977251 0.724380 1.928401 0.567273 -1.233844 -0.724564 -1.041945 0.419444 -2.155970 -3.664852 0.176310 -2.673041 -3.903956 0.746662 -1.422106 0.992251 -1.061708 -2.243925 -2.487035 -1.029854 -0.546766 -1.646920 -0.562216 -3.072205 0.028978 -3.587297 -0.387713 1.394588 2.183878 3.428760 -3.112575 1.517450 2.412564 1.961114
476 44.7086698985 7.0000000000 1.0000000000 0.9604588192 31.0000000000 5.9802924885 0.9444826640 5.4770715590 -0.2258420896 5.0670858613 -0.2187044494 29.9983128621 -792.0470921321 25.1900453302 6.4344372258 3.828585 -1.778223 2.186485 -3.659836 -1.139838 -2.251475 0.083475 1.894373 2.319716 3.959038 -1.974615 -3.862684 1.553915 1.128164 1.238553 -1.716601 -3.818143 0.750202 -4.049007 -2.651933 -3.385352 1.721873 -0.976438 1.975629 -4.710769 -3.785656 -1.204454 2.554628 2.092326 -3.376162 1.357554 3.334053 -5.000000 -2.229652 -1.428358 -0.001587 0.548972 -1.684908 3.659781 -4.696858
777 34.7988596917 7.0000000000 1.0000000000 0.6615424835 51.0000000000 5.7710425792 0.9106996941 5.6874595242 0.0351989014 4.9820748190 0.0410203143 32.3471958396 -562.3209412267 26.2969299463 6.7291702979 3.716018 -3.134169 2.651368 -2.079421 -0.761752 -1.738852 1.520564 3.175906 4.009125 3.940251 -0.555048 -3.866467 1.850701 0.660401 1.877602 -2.090245 -2.013080 3.488955 -2.620239 -2.956225 -3.765295 1.998369 -1.689684 1.146792 -0.668036 -0.197977 0.778407 0.263679 1.162293 -3.293403 -0.923978 0.388671 -4.691165 -3.216996 -1.002042 -1.073873 1.117620 -1.760187 0.870807 -5.000000
1005 78.1599055105 7.0000000000 1.0000000000 0.6047211486 67.0000000000 5.6046015781 0.8835286134 5.9341604742 -0.1050314439 5.0878072628 -0.1055344053 35.2142605338 -438.8749838802 24.4044613950 6.2292103930 3.253085 -3.358615 -0.035691 -3.449246 -1.065374 -3.663196 1.854267 2.479579 4.704707 0.715893 -1.785969 -5.000000 2.311987 -0.717826 3.421510 -0.196484 -1.675230 2.919562 -3.803311 -2.750774 -4.722009 3.174970 -1.012516 0.459425 -0.829441 1.615374 -0.303080 1.126541 2.491466 -4.673111 -3.275608 1.793312 -4.572107 -4.001483 -1.482887 -0.150246 -0.045764 -2.731993 1.951718 -4.234033
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 87.2888680328 8.0000000000 1.0000000000 0.6047211486 67.0000000000 5.6046015781 0.8835286134 5.9341604742 -0.1050314439 5.0878072628 -0.1055344053 35.2142605338 -438.8749838802 24.4044613950 6.2292103930 0.182409 2.182565 -3.893941 -2.772699 -4.592983 4.819669 3.455672 4.409113 1.589655 1.952842 -2.366854 3.832727 -2.246654 -1.328071 -0.756717 -1.583231 1.719096 -0.461578 -0.131322 -0.417272 2.693737 -1.213906 -0.348496 0.848103 -3.291980 -0.967082 1.070937 2.332281 0.323366 -1.345668 2.885048 -0.442961 0.062529 0.363859 -0.125857 -1.083137 0.949037 -2.329182 -1.001819 -0.817122
2 67.8381656077 8.0000000000 1.0000000000 0.6047211486 67.0000000000 5.6046015781 0.8835286134 5.9341604742 -0.1050314439 5.0878072628 -0.1055344053 35.2142605338 -438.8749838802 24.4044613950 6.2292103930 -1.868697 0.169020 0.287382 0.151099 -0.311290 1.101700 3.404060 2.012187 -5.000000 2.279067 -3.739599 -3.558226 0.255526 -2.702036 3.107934 1.393932 -1.622922 -3.286502 0.661318 2.449913 0.192343 3.753631 1.067561 1.596720 -0.612149 0.755948 -0.452956 -3.771489 4.945022 -0.293713 0.231298 2.660861 0.219189 0.430958 0.858140 -2.302531 3.049507 0.721072 -1.221786 1.860492
5 63.5076229021 8.0000000000 1.0000000000 0.6047211486 67.0000000000 5.6046015781 0.8835286134 5.9341604742 -0.1050314439 5.0878072628 -0.1055344053 35.2142605338 -438.8749838802 24.4044613950 6.2292103930 -1.770337 -1.888053 1.469147 5.000000 1.223516 1.315321 0.092092 1.540525 1.186105 -1.866887 0.750866 1.839582 -1.428275 0.749012 2.514398 1.952207 -0.044436 4.131873 2.063813 -0.498669 -3.938112 -0.653937 0.267878 -0.762379 0.049650 3.276221 1.639366 2.692990 -2.749530 0.019262 2.662867 -1.655156 3.869885 -2.549785 -1.313775 3.026456 -4.368461 1.597821 -2.549177 -2.345887
19 61.7474272047 8.0000000000 1.0000000000 1.8691901214 1.0000000000 6.3120319950 0.9979943667 2.6400280308 0.0748132044 2.2388433064 0.0634444180 6.9697480032 -1325.6116953423 28.2697309429 7.2474863329 -1.766099 1.319938 -0.891688 2.988342 1.331616 -1.722602 0.205245 1.051097 -1.359173 -0.716499 -3.419583 0.612733 -0.308052 -3.216780 0.434229 1.331993 -2.448275 -0.773926 1.272460 0.358810 -2.185764 -1.241582 -0.912303 -0.360228 -0.578834 0.075555 3.128427 -3.109597 -3.267432 0.583968 3.645270 0.563727 -0.188936 3.457687 -1.564161 2.483583 1.302023 -2.183007 -2.615719 2.373253
24 55.3769998069 8.0000000000 1.0000000000 1.8691901214 1.0000000000 6.3120319950 0.9979943667 2.6400280308 0.0748132044 2.2388433064 0.0634444180 6.9697480032 -1325.6116953423 28.2697309429 7.2474863329 -0.412832 -1.469458 2.089313 2.076815 -1.098877 -0.149952 0.325069 2.439434 2.556750 1.614873 -0.822615 4.542245 0.772295 4.422100 0.092254 2.304872 1.367055 1.332292 2.285861 4.515273 -2.451877 -2.884607 -0.128336 1.967373 -1.523500 -2.019957 -1.371788 0.412052 -1.610011 0.252099 4.742256 -2.623159 -0.171652 -1.593082 -0.341253 2.374617 -1.219372 1.693816 -0.785615 -1.926082
